,Statement,Link,Date,Source,Label
7964,"""The average cost for infant care in GA is almost $7,700/yr ? more than average in-state college tuition.""",https://www.politifact.com/factchecks/2017/nov/22/stacey-abrams/claim-georgia-child-care-picks-its-numbers-make-ca/,"mber 22, 2017",Stacey Abrams,TRUE
7965,Says Paul Ryan is leading the effort to "pass a tax bill with divisive conception language by disguising it as a college savings plan" in "another attempt to ban abortion and rob women of their reproductive rights.",https://www.politifact.com/factchecks/2017/nov/22/naral-pro-choice/house-tax-bill-contains-language-about-unborn-chil/,"mber 22, 2017",NARAL Pro-Choice America,TRUE
7966,"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",https://www.politifact.com/factchecks/2017/nov/21/pipo-news/fake-news-civil-war-erupts-sweden/,"mber 21, 2017",Pipo News,FALSE
7967,"""?The largest bust in U.S. history? 412 Muslims arrested from Michigan!""",https://www.politifact.com/factchecks/2017/nov/21/freshmedianewscom/misleading-headline-says-412-michigan-muslims-bust/,"mber 21, 2017",Freshmedianews.com,FALSE
7968,"""We?ve cut taxes 75 times, cut $7.5 billion worth in taxes, and as a result we?ve added over 1.3 million jobs.""",https://www.politifact.com/factchecks/2017/nov/21/rick-scott/rick-scott-says-he-cut-taxes-75-times-created-13-m/,"mber 21, 2017",Rick Scott,TRUE
7969,Says Doug Jones "is for full-term abortion.",https://www.politifact.com/factchecks/2017/nov/21/kayla-moore/moores-wife-coins-new-anti-abortion-term-attack-hi/,"mber 21, 2017",Kayla Moore,FALSE
7970,"""On the personal tax side, middle-income people are getting cuts and rich people are getting very little cuts or, in certain cases, increases"" under the Republican tax bills.",https://www.politifact.com/factchecks/2017/nov/20/steve-mnuchin/steve-mnuchin-uses-partial-data-say-gop-tax-bill-t/,"mber 20, 2017",Steve Mnuchin,TRUE
7971,"""The elimination of income and sales taxes in New York is equal to 9 percent of taxable income, meaning that if you make $100,000 a year you lose $9,000""",https://www.politifact.com/factchecks/2017/nov/20/brian-higgins/not-all-state-and-local-tax-deductions-eliminated-/,"mber 20, 2017",Brian Higgins,FALSE
7972,"""2 million rounds of ammo that ?went missing? under Obama turns up in enemy hands""",https://www.politifact.com/factchecks/2017/nov/20/world-newsscom/fake-news-2-million-rounds-us-ammo-turns-afghanist/,"mber 20, 2017",world-newss.com,FALSE
7973,"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""",https://www.politifact.com/factchecks/2017/nov/20/americannewscom/no-nasa-antarctica-study-didnt-discredit-climate-c/,"mber 20, 2017",AmericanNews.com,FALSE
7974,"""FBI Uniform Crime Report for 2016 shows more than four times as many people were stabbed to death than were killed with rifles of any kind.""",https://www.politifact.com/factchecks/2017/nov/18/nick-schroer/out-context-comments-inflate-stabbing-statistics/,"mber 18, 2017",Nick Schroer,TRUE
7975,"""Earlier this year, Dan Patrick and Republican leadership snatched millions of dollars in benefits from retired teachers.""",https://www.politifact.com/factchecks/2017/nov/18/mike-collier/mike-collier-leaves-out-context-claim-dan-patrick-/,"mber 17, 2017",Mike Collier,TRUE
7976,Says the Austin school district "enjoys the highest per-student funding of all large Texas districts" even after forwarding tax revenue to the state.,https://www.politifact.com/factchecks/2017/nov/17/roger-falk/taxpayer-incorrectly-says-austin-school-district-t/,"mber 17, 2017",Roger Falk,FALSE
7977,"""Bump stocks are already illegal in the state of New York. You can't buy one.""",https://www.politifact.com/factchecks/2017/nov/17/andrew-cuomo/bump-stocks-are-still-legal-own-and-sell-new-york-/,"mber 17, 2017",Andrew Cuomo,FALSE
7978,"""80 percent of the (individual mandate) tax falls on those who make $50,000 a year or less.""",https://www.politifact.com/factchecks/2017/nov/17/john-thune/sen-thune-individual-mandate-fine-falls-mainly-peo/,"mber 17, 2017",John Thune,TRUE
7979,"""When Phoenix dropped its sanctuary city policy in 2008, its murder rate fell 27 percent the following year.""",https://www.politifact.com/factchecks/2017/nov/17/marsha-blackburn/rep-blackburn-claims-phoenix-murder-rate-decline-l/,"mber 17, 2017",Marsha Blackburn,TRUE
7980,"Under Scott Walker, ""average wages, when adjusted for inflation, are lower today than they were under Jim Doyle.""",https://www.politifact.com/factchecks/2017/nov/17/matt-flynn/wages-under-scott-walker-less-under-jim-doyle-demo/,"mber 17, 2017",Matt Flynn,TRUE
7981,Iran?s regime "every Friday declares war on us.",https://www.politifact.com/factchecks/2017/nov/16/sebastian-gorka/fact-check-former-white-house-aide-says-iran-every/,"mber 16, 2017",Sebastian Gorka,FALSE
7982,"""The Texas unemployment rate is now the lowest it?s been in 40 years & Texas led the nation last month in new job creation.""",https://www.politifact.com/factchecks/2017/nov/16/greg-abbott/greg-abbott-makes-false-claims-about-texas-unemplo/,"mber 16, 2017",Greg Abbott,FALSE
7983,Bowe Bergdahl wanders off during court-martial,https://www.politifact.com/factchecks/2017/nov/16/duffel-blog/no-bowe-bergdahl-didnt-wander-during-court/,"mber 16, 2017",Duffel Blog,FALSE
7984,Congressional Republicans "want to take health care from millions of Americans in order to pay for" a tax bill.,https://www.politifact.com/factchecks/2017/nov/16/andrew-cuomo/what-impact-will-eliminating-individual-mandate-ha/,"mber 16, 2017",Andrew Cuomo,TRUE
7985,Californians pay "the highest electricity bills" in the nation.,https://www.politifact.com/factchecks/2017/nov/16/john-cox/does-california-have-highest-electricity-bills-nat/,"mber 16, 2017",John Cox,FALSE
7986,Says Chuck Todd said the Roy Moore story "felt completely orchestrated.",https://www.politifact.com/factchecks/2017/nov/15/steve-bannon/behind-stephen-bannons-misrepresentation-chuck-tod/,"mber 15, 2017",Steve Bannon,FALSE
7987,"BREAKING: Rosa Parks? Granddaughter SLAMS Racist Democrats, Endorses Trump",https://www.politifact.com/factchecks/2017/nov/15/reaganwasright/no-rosa-parks-granddaughter-didnt-praise-trump/,"mber 15, 2017",Reaganwasright,FALSE
7988,Donna Brazile knows Seth Rich was murdered by the Clintons,https://www.politifact.com/factchecks/2017/nov/15/us-political/fake-headline-says-donna-brazile-knows-seth-rich-w/,"mber 15, 2017",US Political,FALSE
7989,"Says a Washington Post reporter is ""calling to find out if anyone at this address is a female between the ages of 54 to 57 years old willing to make damaging remarks about candidate Roy Moore"" for up to $7,000.",https://www.politifact.com/factchecks/2017/nov/15/anonymous-caller/no-washington-post-did-not-offer-7000-roy-moore-di/,"mber 15, 2017",Anonymous Caller,FALSE
7990,"""When we came into office, we saw that Missouri had 113,000 regulations. That?s more than 7.5 million words; it?s 40 dictionaries worth of regulations.""",https://www.politifact.com/factchecks/2017/nov/15/eric-greitens/greitens-makes-mostly-accurate-claims-about-missou/,"mber 15, 2017",Eric Greitens,TRUE
7991,"""Breaking! Roy Moore?s accuser worked for Democratic leaders and is actively campaigning for Moore?s opponent.""",https://www.politifact.com/factchecks/2017/nov/15/activist-mommy/headline-misleads-tying-roy-moore-accuser-democrat/,"mber 15, 2017",Activist Mommy,FALSE
7992,"""Since 2015, Scott Walker has not done a public event where you don't have to pay admission or be on an approved list.""",https://www.politifact.com/factchecks/2017/nov/15/scot-ross/how-often-does-gov-scott-walker-seeking-re-electio/,"mber 15, 2017",Scot Ross,TRUE
7993,"""There are ?sore loser? laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.",https://www.politifact.com/factchecks/2017/nov/14/amanda-carpenter/given-roy-moores-troubles-could-luther-strange-run/,"mber 14, 2017",Amanda Carpenter,FALSE
7994,Says the individual mandate is "highly unpopular.",https://www.politifact.com/factchecks/2017/nov/14/donald-trump/how-unpopular-obamacare-individual-mandate/,"mber 14, 2017",Donald Trump,TRUE
7995,Says a Washington Post reporter who broke news on Judge Roy Moore story has a criminal history of "faking.",https://www.politifact.com/factchecks/2017/nov/14/blog-posting/no-washington-post-roy-moore-reporter-doesnt-have-/,"mber 14, 2017",Bloggers,FALSE
7996,"""Second Roy Moore Accuser Works For Michelle Obama Right NOW""",https://www.politifact.com/factchecks/2017/nov/14/thelastlineofdefenseorg/headline-tying-roy-moore-accuser-obamas-fake/,"mber 14, 2017",TheLastLineOfDefense.org,FALSE
7997,"""Hispanic entrepreneurs, those who have immigrated from Spanish-speaking countries, often start three times as many businesses as white males.""",https://www.politifact.com/factchecks/2017/nov/14/chris-king/do-hispanic-entrepreneurs-often-start-three-times-/,"mber 14, 2017",Chris King,TRUE
7998,"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.""",https://www.politifact.com/factchecks/2017/nov/13/richard-durbin/dick-durbin-wrong-gop-tax-bill-hasnt-had-independe/,"mber 13, 2017",Richard Durbin,FALSE
7999,"""Ending (Temporary Protected Status) and deporting legal workers would cost the United States ~$164 billion in GDP over a decade.""",https://www.politifact.com/factchecks/2017/nov/13/joaquin-castro/rep-joaquin-castro-claims-tps-end-will-lead-164b-g/,"mber 13, 2017",Joaquin Castro,TRUE
8000,"""Snapchat is shutting down!'",https://www.politifact.com/factchecks/2017/nov/13/blog-posting/fake-headline-snapchat-shutting-down-should-just-d/,"mber 13, 2017",Bloggers,FALSE
8001,Says the Republican tax plan "helps families" like one in which a woman lost her job and then lost her life savings fighting her husband?s cancer.,https://www.politifact.com/factchecks/2017/nov/13/american-action-network/how-would-gop-tax-bills-affect-families-strapped-b/,"mber 13, 2017",American Action Network,TRUE
8002,"""Many firearms experts determined the Las Vegas shooter?s use of a bump stock actually prevented more casualties and (injuries) due to its inconsistency, inaccuracy, and lack of control.""",https://www.politifact.com/factchecks/2017/nov/13/michael-williams-georgia/did-bump-stocks-prevent-more-casualties-las-vegas/,"mber 13, 2017",Michael Williams,FALSE
8003,"""Underreported fact: President @realDonaldTrump raised more in small dollar donations than Obama in 2012 and than Clinton and Bernie combined!""",https://www.politifact.com/factchecks/2017/nov/13/kayleigh-mcenany/trump-raised-more-dollars-small-donations/,"mber 13, 2017",Kayleigh McEnany,TRUE
8004,"""In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns. They [The Obama administration] prosecuted only 44 of them.""",https://www.politifact.com/factchecks/2017/nov/10/ted-cruz/ted-cruz-says-obama-administration-prosecuted-few-/,"mber 10, 2017",Ted Cruz,TRUE
8005,"""The Democrats filibustered the legislation that would?ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.""",https://www.politifact.com/factchecks/2017/nov/10/ted-cruz/could-ted-cruz-have-prevented-texas-church-shootin/,"mber 10, 2017",Ted Cruz,FALSE
8006,Says the New York bike path assault "was the ninth vehicle assault used by ISIS.",https://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-TRUE-claim-new-york-atta/,"mber 10, 2017",Michael McCaul,TRUE
8007,"Malia Obama was ""among 10 arrested in racist Antifa attack,"" and the cop who arrested her was ""found dead under suspicious circumstances.""",https://www.politifact.com/factchecks/2017/nov/10/blog-posting/fake-news-writers-stir-nonsense-saying-malia-obama/,"mber 10, 2017",Bloggers,FALSE
8008,"""CPS students are learning and growing faster than 96 percent of students in the United States.""",https://www.politifact.com/factchecks/2017/nov/10/chicago-public-schools/cps-students-are-learning-and-growing-faster-96-pe/,"mber 10, 2017",Chicago Public Schools,TRUE
8009,"Since 1965, California has built ""six (college) campuses but 23 prisons.""",https://www.politifact.com/factchecks/2017/nov/09/delaine-eastin/false-claim-california-has-built-nearly-four-times/,"ember 9, 2017",Delaine Eastin,FALSE
8010,"""Supreme Court issues its first bench warrant ever.""",https://www.politifact.com/factchecks/2017/nov/09/freedomjunkshuncom/fake-news-story-says-supreme-court-issues-bogus-wa/,"ember 9, 2017",FreedomJunkshun.com,FALSE
8011,Says Roy Moore said a "practicing Muslim should not be a member of Congress because of his faith.",https://www.politifact.com/factchecks/2017/nov/09/jeff-flake/flake-roy-moore-said-muslims-shouldnt-serve-congre/,"ember 9, 2017",Jeff Flake,TRUE
8012,The Republican tax bill "lets every American keep more of what they earned.",https://www.politifact.com/factchecks/2017/nov/09/kevin-mccarthy/will-every-american-get-tax-cut-house-gop-bill/,"ember 9, 2017",Kevin McCarthy,FALSE
8013,"""The Legislative Ethics Commission continues to function.""",https://www.politifact.com/factchecks/2017/nov/09/michael-madigan/madigans-ethics-panel-malfunction/,"ember 9, 2017",Michael Madigan,FALSE
8014,"""The No. 1 job vacancy in Florida every month for seven years has been nursing.""",https://www.politifact.com/factchecks/2017/nov/08/adam-putnam/adam-putnam-right-about-need-more-nurses-state/,"ember 8, 2017",Adam Putnam,TRUE
8015,Says Glenn Grothman "is the single-most partisan member of the House.",https://www.politifact.com/factchecks/2017/nov/08/dan-kohl/wisconsins-glenn-grothman-his-rival-claims-most-pa/,"ember 8, 2017",Dan Kohl,TRUE
8016,"""Teachers spend $1.6 BILLION per year on school supplies. The Republican tax bill ELIMINATES their ability to deduct those expenses.""",https://www.politifact.com/factchecks/2017/nov/07/dianne-feinstein/closer-look-classroom-expenses-deduction-teachers-/,"ember 7, 2017",Dianne Feinstein,TRUE
8017,Says the University of Florida "requests to cancel rivalry game" against Florida State University.,https://www.politifact.com/factchecks/2017/nov/07/react365com/gators-will-still-play-seminoles-despite-fake-news/,"ember 7, 2017",React365.com,FALSE
8018,Chicago is "the city with the strongest gun laws in our nation.",https://www.politifact.com/factchecks/2017/nov/07/donald-trump/trump-wrongly-repeats-chicago-has-strongest-gun-la/,"ember 7, 2017",Donald Trump,FALSE
8019,"""Under the Tax Cuts and Jobs Act, the average American family of four will receive a $1,182 tax cut.""",https://www.politifact.com/factchecks/2017/nov/07/markwayne-mullin/oklahoma-rep-mullin-says-average-family-would-save/,"ember 7, 2017",Markwayne Mullin,TRUE
8020,"""There are no background checks on long guns (AR15s) in Texas.""",https://www.politifact.com/factchecks/2017/nov/06/alyssa-milano/alyssa-milano-no-background-checks-texas-long-gun-/,"ember 6, 2017",Alyssa Milano,FALSE
8021,"""Texas Church shooter was Antifa and wanted to start (a) ?communist revolution.? """,https://www.politifact.com/factchecks/2017/nov/06/yournewswirecom/fake-news-no-proof-antifa-communism-compelled-texa/,"ember 6, 2017",YourNewsWire.com,FALSE
8022,"Under the House Republican tax proposal, ""the average family of four earning median income ($59,000/year) will receive an additional $1,182 in their pocket every year.""",https://www.politifact.com/factchecks/2017/nov/06/drew-ferguson/georgia-congressman-says-gop-tax-bill-will-save-ty/,"ember 6, 2017",Drew Ferguson,TRUE
8023,"Says Evan ""Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases.""",https://www.politifact.com/factchecks/2017/nov/06/patrick-morrisey/do-joe-manchin-and-evan-jenkins-support-clinton-ca/,"ember 6, 2017",Patrick Morrisey,FALSE
8024,"Says ""FBI and Texas State Police are both confirming that Raymond Peter Littleberry, the man accused of shooting up a Texas church, was an avid atheist on the payroll of the Democrat National Committee.""",https://www.politifact.com/factchecks/2017/nov/06/freedomjunkshuncom/no-texas-church-shooter-was-not-dnc-payroll-s-fake/,"ember 6, 2017",FreedomJunkshun.com,FALSE
8025,The diversity visa lottery is "plagued by fraud.",https://www.politifact.com/factchecks/2017/nov/06/david-perdue/gop-sen-david-perdue-says-diversity-visa-lottery-p/,"ember 6, 2017",David Perdue,TRUE
8026,Charles Francis "vows to slash funding for parks and open space.",https://www.politifact.com/factchecks/2017/nov/06/nancy-mcfarlane/raleigh-mayor-my-opponent-vows-slash-park-funding/,"ember 6, 2017",Nancy McFarlane,FALSE
8027,"""Eight in 10 people this year can find plans for $75 a month or less.""",https://www.politifact.com/factchecks/2017/nov/06/barack-obama/can-eight-10-people-get-health-coverage-under-75-n/,"ember 6, 2017",Barack Obama,TRUE
8028,"""Coal production up 7.8% in past year. Down 31.5% last 10 years. #endingwaroncoal.""",https://www.politifact.com/factchecks/2017/nov/06/donald-trump/trump-pairs-recent-rise-coal-output-ending-war-coa/,"ember 6, 2017",Donald Trump,TRUE
8029,"Says Florida ""workers are paid $8.10 an hour, and our current governor (Rick Scott) runs ads bragging about it.""",https://www.politifact.com/factchecks/2017/nov/06/philip-levine/levine-wrongly-says-scott-ad-bragged-about-states-/,"ember 6, 2017",Philip Levine,FALSE
8030,"""IDC members also get tons of campaign money from real estate, charter school, and health care lobbyists, some of whom are Republicans with connections to Trump""",https://www.politifact.com/factchecks/2017/nov/05/creative-resistance/progressive-group-accuses-senate-splinter-group-do/,"ember 5, 2017",The Creative Resistance,TRUE
8031,"""Liberals in County Hall want our community to be a sanctuary county""",https://www.politifact.com/factchecks/2017/nov/03/new-york-republican-state-committee/republican-mailer-claims-democrats-are-trying-make/,"ember 3, 2017",New York Republican State Committee,FALSE
8032,"""When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign.""",https://www.politifact.com/factchecks/2017/nov/03/michael-kearns/kearns-constant-critic-sheldon-silver-while-assemb/,"ember 3, 2017",Michael Kearns,TRUE
8033,"""With this plan, the typical family of four will save $1,182 a year on their taxes.""",https://www.politifact.com/factchecks/2017/nov/03/paul-ryan/would-house-gop-tax-plan-save-typical-family-1182/,"ember 3, 2017",Paul Ryan,TRUE
8034,"""Part of this omnibus gun bill that year (was) legalizing machine guns in the state of Missouri.""",https://www.politifact.com/factchecks/2017/nov/03/stacey-newman/ban-gone-owning-machine-gun-missouri-isnt-easy/,"ember 3, 2017",Stacey Newman,TRUE
8035,Says special counsel Robert Mueller "has brought in Democrat campaign donors at a very high level" on his team of lawyers.,https://www.politifact.com/factchecks/2017/nov/03/sean-duffy/how-many-democrat-campaign-donors-special-counsel-/,"ember 3, 2017",Sean Duffy,TRUE
8036,"""We?re growing union jobs faster than Illinois.""",https://www.politifact.com/factchecks/2017/nov/03/eric-holcomb/indiana-governor-right-gloat-about-union-jobs-succ/,"ember 3, 2017",Eric Holcomb,TRUE
8037,Says Jake Tapper said Allahu Akbar was a "beautiful phrase" after a terrorist attack in New York.,https://www.politifact.com/factchecks/2017/nov/02/sebastian-gorka/seb-gorka-misquotes-jake-tappers-comment-about-all/,"ember 2, 2017",Sebastian Gorka,FALSE
8038,Says diversity visa immigrants are not vetted.,https://www.politifact.com/factchecks/2017/nov/02/sarah-huckabee-sanders/white-house-press-secretary-claims-diversity-visa-/,"ember 2, 2017",Sarah Huckabee Sanders,FALSE
8039,"""We are spending more on affordable housing than we're spending on Dix Park right now.""",https://www.politifact.com/factchecks/2017/nov/02/nancy-mcfarlane/mayor-says-raleigh-spending-more-housing-dix-park/,"ember 2, 2017",Nancy McFarlane,TRUE
8040,"""Under Gov. (Rick) Scott?s leadership, Florida has had much success in lowering the rate of uninsured children.""",https://www.politifact.com/factchecks/2017/nov/02/florida-agency-health-care-administration/ahca-oversells-gov-scotts-role-reducing-number-uni/,"ember 2, 2017",Florida Agency for Health Care Administration,TRUE
8041,"""California Democrat Maxine Waters charged on 3 counts.""",https://www.politifact.com/factchecks/2017/nov/02/blog-posting/us-rep-maxine-waters-charged-3-ethics-violations-b/,"ember 2, 2017",Bloggers,FALSE
8042,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",https://www.politifact.com/factchecks/2017/nov/01/john-cox/does-california-spend-nearly-five-times-much-build/,"ember 1, 2017",John Cox,FALSE
8043,"""Alabama?s Crimson Tide was disqualified from national championship.""",https://www.politifact.com/factchecks/2017/nov/01/breakingnews247net/fake-news-generator-claims-alabama-football-disqua/,"ember 1, 2017",BreakingNews247.net,FALSE
8044,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""",https://www.politifact.com/factchecks/2017/nov/01/blog-posting/fake-news-morgan-freeman-did-not-say-he-wanted-hil/,"ember 1, 2017",Bloggers,FALSE
8045,Says the diversity visa lottery program is "a Chuck Schumer beauty.",https://www.politifact.com/factchecks/2017/nov/01/donald-trump/was-diversity-visa-program-schumer-beauty-donald-t/,"ember 1, 2017",Donald Trump,FALSE
8046,Says county parties representing more than half the state?s Republican voters approved resolutions "demanding changes" in Texas House leadership.,https://www.politifact.com/factchecks/2017/nov/01/new-leadership-pac/did-gop-activists-representing-majority-gop-voters/,"ember 1, 2017",New Leadership PAC,TRUE
8047,"""Tammy Baldwin voted for $5 trillion in higher taxes.""",https://www.politifact.com/factchecks/2017/nov/01/freedom-partners/koch-backed-group-TRUE-claiming-tammy-baldwin/,"ember 1, 2017",Freedom Partners,TRUE
8048,Says HIV and AIDS rates have spiked "due to increased heroin and fentanyl use.",https://www.politifact.com/factchecks/2017/oct/31/edward-markey/sen-ed-markey-says-hivaids-have-spiked-due-fentany/,"ober 31, 2017",Edward Markey,FALSE
8049,"""Hillary Clinton leaves the country as Mueller indictment is announced.""",https://www.politifact.com/factchecks/2017/oct/31/freedomjunkshuncom/fake-news-site-claims-hillary-clinton-flies-ukrain/,"ober 31, 2017",FreedomJunkshun.com,FALSE
8050,"""Breitbart leaks names of four Dems being charged in Mueller?s Russia probe.""",https://www.politifact.com/factchecks/2017/oct/31/freedomjunkshuncom/fake-news-post-says-breitbart-named-4-democrats-in/,"ober 31, 2017",FreedomJunkshun.com,FALSE
8051,"""For the last 10 years, our economy has grown at less than 2 percent on average every single year for 10 years. We have not had a decade like that in a century in America.""",https://www.politifact.com/factchecks/2017/oct/31/james-lankford/lankford-overstates-slow-growth-past-100-years/,"ober 31, 2017",James Lankford,TRUE
8052,The University of Missouri saw "the biggest drop in enrollment of any major university in the country" since the 2015 protests.,https://www.politifact.com/factchecks/2017/oct/31/eric-greitens/greitens-mostly-false-about-mu-having-biggest-enro/,"ober 30, 2017",Eric Greitens,FALSE
8053,"""The six wealthiest people in the world (have) as much wealth as the bottom half of the world?s population, 3.7 billion people.""",https://www.politifact.com/factchecks/2017/oct/31/bernie-sanders/sanders-token-claim-economic-disparity-accurate-ca/,"ober 30, 2017",Bernie Sanders,TRUE
8054,"Says Paul Manafort?s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign.""",https://www.politifact.com/factchecks/2017/oct/30/donald-trump/trump-wrongly-says-manafort-crimes-came-years-he-j/,"ober 30, 2017",Donald Trump,FALSE
8055,Says Patrick Morrisey "ran for Congress in NJ as pro-choice.",https://www.politifact.com/factchecks/2017/oct/30/evan-jenkins/did-patrick-morrisey-once-support-abortion-rights/,"ober 30, 2017",Evan Jenkins,FALSE
8056,"""Jeff Flake?s office leaks names of those charged in Mueller?s Russian probe.""",https://www.politifact.com/factchecks/2017/oct/30/blog-posting/fake-news-blog-claims-jeff-flake-leaks-indictments/,"ober 30, 2017",Bloggers,FALSE
8057,"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history.""",https://www.politifact.com/factchecks/2017/oct/27/delaine-eastin/do-millennials-have-only-50-50-chance-doing-better/,"ober 27, 2017",Delaine Eastin,TRUE
8058,Says West Virginia is "down to around 50 percent of the adult workers who are actually working now because of addiction or conviction.",https://www.politifact.com/factchecks/2017/oct/27/joe-manchin/opioid-epidemic-likely-hurting-west-virginias-work/,"ober 27, 2017",Joe Manchin,TRUE
8059,"""To be clear, all my investments are in a trust that I don?t control.""",https://www.politifact.com/factchecks/2017/oct/27/bruce-rauner/rauners-blind-trust-procedures-dont-excuse-lawsuit/,"ober 27, 2017",Bruce Rauner,TRUE
8060,"What Republicans call the ""death tax"" is the estate tax ""on the ultra wealthy"" which, in 2016, was paid by only ""two out of every 1,000 people.""",https://www.politifact.com/factchecks/2017/oct/27/mark-pocan/death-tax-republicans-want-repeal-paid-only-2-1000/,"ober 27, 2017",Mark Pocan,TRUE
8061,"""Less than half of Texans ages 18-24 are registered to vote.""",https://www.politifact.com/factchecks/2017/oct/26/charlie-geren/charlie-geren-half-young-texans-registered-vote-tw/,"ober 26, 2017",Charlie Geren,TRUE
8062,"""We have done more in eight months than the previous administration has done in many years"" against ISIS.",https://www.politifact.com/factchecks/2017/oct/26/donald-trump/trump-takes-full-credit-gains-against-isis/,"ober 26, 2017",Donald Trump,TRUE
8063,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",https://www.politifact.com/factchecks/2017/oct/26/doug-jones/does-roy-moore-want-end-medicaid-and-medicare-his-/,"ober 26, 2017",Doug Jones,FALSE
8064,Says the GOP plan he supports is "the biggest tax cut in U.S. history.",https://www.politifact.com/factchecks/2017/oct/26/donald-trump/donald-trump-wrong-his-tax-plan-biggest-cut-ever/,"ober 26, 2017",Donald Trump,FALSE
8065,"""Youngest world leader bans George Soros?s Foundations from Austria.""",https://www.politifact.com/factchecks/2017/oct/26/blog-posting/did-austrias-sebastian-kurz-ban-george-soros-organ/,"ober 26, 2017",Bloggers,FALSE
8066,"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""",https://www.politifact.com/factchecks/2017/oct/25/travis-forward/travis-forward-pac-inaccurately-says-proposed-coun/,"ober 25, 2017",Travis Forward,FALSE
8067,"""People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them.""",https://www.politifact.com/factchecks/2017/oct/25/michael-moore/michael-moore-flubs-stats-people-killed-guns-durin/,"ober 25, 2017",Michael Moore,FALSE
8068,"""There are parks in Southeast Raleigh that still don?t have air conditioning in the gym""",https://www.politifact.com/factchecks/2017/oct/25/charles-francis/democrat-running-mayor-says-southeast-raleigh-gyms/,"ober 25, 2017",Charles Francis,TRUE
8069,On NFL players protesting during the national anthem.,https://www.politifact.com/factchecks/2017/oct/25/scott-walker/scott-walker-flips-hard-nfl-protests/,"ober 25, 2017",Scott Walker,FALSE
8070,Abortion in the U.S. "is at an all time legal low.",https://www.politifact.com/factchecks/2017/oct/25/kevin-cahill/abortion-all-time-low-us/,"ober 25, 2017",Kevin Cahill,TRUE
8071,Says "46 percent of people believe major national news organizations fabricate stories about me.",https://www.politifact.com/factchecks/2017/oct/24/donald-trump/trump-says-46-people-think-media-make-news-about-h/,"ober 24, 2017",Donald Trump,TRUE
8072,"""The city (of St. Louis) is no stranger to violence. There were 5,762 violent crimes in 2015 alone, including 188 homicides. The highest rate per capita in the country, according to FBI crime statistics.""",https://www.politifact.com/factchecks/2017/oct/24/pete-hegseth/pete-hegseth-gives-correct-statistics-st-louis-cri/,"ober 24, 2017",Pete Hegseth,TRUE
8073,Insurance companies "have made a fortune with Obamacare.",https://www.politifact.com/factchecks/2017/oct/23/donald-trump/trump-says-insurers-made-fortune-obamacare-they-di/,"ober 23, 2017",Donald Trump,FALSE
8074,"""Opioid crisis (is) the worst in ObamaCare expansion states!""",https://www.politifact.com/factchecks/2017/oct/23/matt-gaetz/no-evidence-prove-medicaid-expansion-fueling-opioi/,"ober 23, 2017",Matt Gaetz,FALSE
8075,Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,https://www.politifact.com/factchecks/2017/oct/23/blog-posting/no-sarah-huckabee-sanders-did-not-dress-kkk-member/,"ober 23, 2017",Bloggers,FALSE
8076,Says Tampa Bay Lightning hockey player J.T. Brown was "fired after raising fist during national anthem.",https://www.politifact.com/factchecks/2017/oct/23/blog-posting/fake-news-tampa-bay-lightning-fires-black-player-f/,"ober 23, 2017",Bloggers,FALSE
8077,"""Tulsa school closes after brutal fire.""",https://www.politifact.com/factchecks/2017/oct/23/react365com/user-generated-prank-post-falsely-says-tulsa-high-/,"ober 23, 2017",React365.com,FALSE
8078,"""The KKK was founded as the military arm of the Democratic Party.""",https://www.politifact.com/factchecks/2017/oct/23/dane-county-republican-party/debunking-claim-kkk-was-founded-military-arm-democ/,"ober 23, 2017",Dane County Republican Party,FALSE
8079,"""Seventy-three percent of our veterans are graduating from drug courts. By contrast, I think most of the people in the very good drug court program ? the graduation rate?s like 53, 55 percent. The point of that is that drug courts are working for veterans.""",https://www.politifact.com/factchecks/2017/oct/21/eric-greitens/greitens-mostly-right-veterans-treatment-court-gra/,"ober 21, 2017",Eric Greitens,TRUE
